IL,Name,SMILES,logEC50,Dataset,Normalized SMILES
190,1-(3-hydroxypropyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.63,Test,C1CC[N+](CC1)(C)CCCO.S(=O)(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,C1C[N+](CCC1)(CCO)C.FC(F)(F)S(=O)([N-]S(=O)(=O)C(F)(F)F)=O
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,C1CCC[N+](CCO)(C)C1.FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,C(O)C[N+]1(C)CCCCC1.[N-](S(=O)(C(F)(F)F)=O)S(=O)(=O)C(F)(F)F
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,C(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)(F)F.C1CC[N+](CCO)(CC1)C
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,[N+]1(CCO)(CCCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(C(F)(F)F)(=O)=O
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,C[N+]1(CCCCC1)CCO.FC(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)(F)F
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[N+]1(C)(CCO)CCCCC1
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,C1[N+](C)(CCO)CCCC1.FC(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,C1CCCC[N+]1(CCO)C.S(=O)([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O
191,1-(2-hydroxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.65,Test,C1C[N+](CCO)(CCC1)C.O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C(C#N)[N+]1(C)CCCCC1.O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C(C#N)[N+]1(CCCCC1)C.O=S(C(F)(F)F)(=O)[N-]S(=O)(C(F)(F)F)=O
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C1C[N+](C)(CCC1)CC#N.FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C(F)(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O.C([N+]1(CCCCC1)C)C#N
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C1[N+](C)(CCCC1)CC#N.S(C(F)(F)F)(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C1CCCC[N+]1(CC#N)C.[N-](S(=O)(C(F)(F)F)=O)S(C(F)(F)F)(=O)=O
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,[N+]1(C)(CC#N)CCCCC1.[N-](S(=O)(=O)C(F)(F)F)S(=O)(C(F)(F)F)=O
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C1CC[N+](C)(CC1)CC#N.FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C1CCCC[N+]1(C)CC#N.FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F
192,1-(cyanomethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.0,Training,C1CCC[N+](C1)(CC#N)C.FC(F)(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)F
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C1C[N+](CCCC)(CCC1)C.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C(C[N+]1(CCCCC1)C)CC.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C([N+]1(C)CCCCC1)CCC.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C(CC)C[N+]1(C)CCCCC1.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C(CC)C[N+]1(C)CCCCC1.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C[N+]1(CCCCC1)CCCC.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C1CC[N+](CC1)(C)CCCC.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C1CC[N+](CCCC)(C)CC1.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,CCCC[N+]1(CCCCC1)C.[Br-]
193,1-butyl-1-methylpiperidinium bromide,CCCC[N+]1(CCCCC1)C.[Br-],4.03,Training,C([N+]1(CCCCC1)C)CCC.[Br-]
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,C(C[N+]1(CCCCC1)C)OCC.[Br-]
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,C1CCCC[N+]1(C)CCOCC.[Br-]
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,CCOCC[N+]1(C)CCCCC1.[Br-]
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,[Br-].[N+]1(CCCCC1)(C)CCOCC
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,C(OCC[N+]1(C)CCCCC1)C.[Br-]
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,C1C[N+](C)(CCC1)CCOCC.[Br-]
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,C1CCCC[N+]1(C)CCOCC.[Br-]
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,[Br-].[N+]1(C)(CCOCC)CCCCC1
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,C1CCCC[N+]1(CCOCC)C.[Br-]
194,1-(2-ethoxyethyl)-1-methylpiperidinium bromide,CCOCC[N+]1(CCCCC1)C.[Br-],4.31,Test,C[N+]1(CCOCC)CCCCC1.[Br-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C1CCC[N+](C1)(C)CCCOC.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,O(C)CCC[N+]1(CCCCC1)C.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C[N+]1(CCCCC1)CCCOC.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C1CCC[N+](C)(CCCOC)C1.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C1CC[N+](CCCOC)(CC1)C.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C1CC[N+](CC1)(CCCOC)C.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C(C[N+]1(C)CCCCC1)COC.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C(CCOC)[N+]1(C)CCCCC1.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C1C[N+](CCC1)(C)CCCOC.[Cl-]
195,1-(3-methoxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCOC.[Cl-],4.4,Training,C[N+]1(CCCOC)CCCCC1.[Cl-]
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,C(C[N+]1(CCCCC1)C)O.[I-]
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,C1C[N+](C)(CCC1)CCO.[I-]
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,C1[N+](CCCC1)(C)CCO.[I-]
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,[I-].[N+]1(CCCCC1)(CCO)C
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,OCC[N+]1(CCCCC1)C.[I-]
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,OCC[N+]1(C)CCCCC1.[I-]
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,C(O)C[N+]1(C)CCCCC1.[I-]
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,[I-].[N+]1(CCCCC1)(CCO)C
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,C1C[N+](CCC1)(C)CCO.[I-]
196,1-(2-hydroxyethyl)-1-methylpiperidinium iodide,C[N+]1(CCCCC1)CCO.[I-],4.58,Training,C[N+]1(CCCCC1)CCO.[I-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,N#CC[N+]1(C)CCCCC1.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,C1[N+](CC#N)(C)CCCC1.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,C(#N)C[N+]1(CCCCC1)C.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,C1CCCC[N+]1(C)CC#N.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,C1CC[N+](CC1)(C)CC#N.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,C(C[N+]1(C)CCCCC1)#N.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,C1CCC[N+](C1)(C)CC#N.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,C1[N+](CCCC1)(C)CC#N.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,C(C#N)[N+]1(C)CCCCC1.[Cl-]
197,1-(cyanomethyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CC#N.[Cl-],4.58,Training,[Cl-].[N+]1(CC#N)(CCCCC1)C
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,O(CC[N+]1(CCCCC1)C)C.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,C[N+]1(CCCCC1)CCOC.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,C(COC)[N+]1(C)CCCCC1.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,O(CC[N+]1(CCCCC1)C)C.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,COCC[N+]1(CCCCC1)C.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,C([N+]1(CCCCC1)C)COC.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,C1CC[N+](CCOC)(C)CC1.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,C1[N+](CCCC1)(C)CCOC.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,C1C[N+](CCOC)(CCC1)C.[Br-]
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,Training,C1CCC[N+](C1)(CCOC)C.[Br-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C(O)CC[N+]1(CCCCC1)C.[Cl-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C1CC[N+](CCCO)(CC1)C.[Cl-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C1[N+](CCCO)(CCCC1)C.[Cl-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C1CCC[N+](C)(CCCO)C1.[Cl-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C(C[N+]1(CCCCC1)C)CO.[Cl-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,[Cl-].[N+]1(CCCCC1)(CCCO)C
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C1CCCC[N+]1(C)CCCO.[Cl-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C1[N+](C)(CCCO)CCCC1.[Cl-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C(O)CC[N+]1(CCCCC1)C.[Cl-]
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,Training,C1C[N+](CCCO)(CCC1)C.[Cl-]
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,[Cl-].[N+]1(COCC)(C)CCCCC1
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,C1[N+](C)(CCCC1)COCC.[Cl-]
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,C1[N+](COCC)(CCCC1)C.[Cl-]
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,C(OCC)[N+]1(CCCCC1)C.[Cl-]
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,C1CCC[N+](C1)(COCC)C.[Cl-]
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,O(C[N+]1(CCCCC1)C)CC.[Cl-]
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,C1[N+](COCC)(C)CCCC1.[Cl-]
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,C[N+]1(COCC)CCCCC1.[Cl-]
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,[Cl-].[N+]1(C)(CCCCC1)COCC
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,Training,C[N+]1(COCC)CCCCC1.[Cl-]
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,C(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F.C1CCC[N+](C1)(C)COCC
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,S(=O)([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.[N+]1(COCC)(C)CCCCC1
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,O(CC)C[N+]1(CCCCC1)C.[N-](S(C(F)(F)F)(=O)=O)S(C(F)(F)F)(=O)=O
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.O(C[N+]1(CCCCC1)C)CC
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,C[N+]1(COCC)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,CCOC[N+]1(C)CCCCC1.FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,C([N+]1(CCCCC1)C)OCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,C(OCC)[N+]1(CCCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(C(F)(F)F)=O
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,S(C(F)(F)F)(=O)(=O)[N-]S(C(F)(F)F)(=O)=O.[N+]1(COCC)(CCCCC1)C
201,1-(ethoxymethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.41,Test,C[N+]1(CCCCC1)COCC.S([N-]S(C(F)(F)F)(=O)=O)(=O)(=O)C(F)(F)F
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,C1[N+](CCC)(C)CCCC1.FC(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,C1CCC[N+](CCC)(C)C1.O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(C(F)(F)F)(=O)=O)C(F)(F)F
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,C([N+]1(C)CCCCC1)CC.FC(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,C[N+]1(CCCCC1)CCC.S(=O)([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,C1[N+](CCC)(CCCC1)C.S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)(=O)=O
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,C(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)(F)F.C1[N+](C)(CCCC1)CCC
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[N+]1(C)(CCC)CCCCC1
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,Training,C1C[N+](C)(CCC)CCC1.FC(F)(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)F
